,label,content
74,Fake,"30-day warranty expires on Make America Great Again baseball caps The warranty on Make America Great Again baseball caps has expired 30 days after the US election, meaning they are now falling to bits with startling rapidity.  The hats enjoyed a brief vogue in the United States last month, which resulted in them being cheaply mass produced and shipped from China in huge numbers.  However, as a month has now passed the warranty has run out and the hats are already looking worn, frayed and cheap, although it has been named headgear of the year by Time magazine.  Purchasers have reported the peak falling off the cap, the colours rapidly fading, and the whole thing being revealed as an attractively marketed piece of tat designed to last only until voting was over.  Some of the letters done gone fell off of mah cap so now it just says Make Merica Eat Again, our correspondent Simon-Bob Williams told us.  Which sounds like plum humdiggity good advice to me. Its what I sure live mah life for.  Eee-lection? What are yall still talkin about that for? It was weeks ago!"
75,Real,"Senate Democrats plan to run their Trump playbook against Tillerson Congress is preparing to do major battle next month over President-elect Donald Trumps secretary-of-state nominee, Rex Tillerson, in a brewing proxy fight over Trumps potential financial conflicts of interest and his unconventional foreign policy.  The official sparring is expected to take place on Jan. 11, when the Senate Foreign Relations Committee plans to hold a two-part hearing to grill Tillerson over his tenure as ExxonMobils chief executive and what many lawmakers see as unseemly links to Russia.  But behind the scenes on Capitol Hill, the strategizing has already begun.  Democrats do not think they stand much chance of stopping Tillerson from being confirmed. But they plan to press the top diplomat-designate to commit to full divestiture from Exxon and detail how he would pursue a different approach to the world as secretary of state, in what one Senate Democratic aide who requested anonymity to candidly discuss strategy called a very thorough, tough vetting. As they have with Trump, Democrats plan to focus sharply on potential conflicts of interest deriving from Tillersons finances, as well as his views on critical foreign-policy matters.  Its a grilling they would happily give Trump, if only they had reason to drag him before a congressional committee.  Already, the minority party is railing against Republicans for refusing to demand Tillerson produce his tax returns. Their frustration stems from Tillersons response to a routine question about tax returns on the Foreign Relations Committees pre-hearing questionnaire. According to a Senate Democratic aide and a Trump transition team spokesman, Tillerson said he stood ready to provide only tax return information for himself and his wife for the previous three years. That means its possible Tillerson isnt willing to provide complete returns.   A battle is brewing over secretary of state-designate Rex Tillersons nomination on Capitol Hill. (Evan Vucci/AP) Democrats have demanded that all Trumps Cabinet nominees release their tax returns  something Trump himself steadfastly refused to do during the campaign, because, he said, the returns were under routine audit.  Foreign Relations Committee Chairman Bob Corker (R-Tenn.) said the GOP would not break with years of precedent to compel Tillerson to turn over his tax returns without good reason, no matter how loud the clamor from Democrats. Unless there was a case where theres some irregularity thats known, the committee just does not ask for tax returns, Corker said in an interview.  Corker said Tillerson is not going to be the proxy [for Trump], because were not going to ask for tax returns.  I understand there are a number of Democrats who are very upset about President-elect Trump not putting his tax returns, Corker said. But thats not going to change the way we go about our committee process.  Senate Democrats believe they can fight miniature versions of the political battles they are waging with Trump during the confirmation hearings for his Cabinet choices  particularly those such as Tillerson who hail from the private sector. They intend to focus on Tillersons four-decade career at a major oil conglomerate and what they  and some Republicans  see as questionable ties to Russian President Vladimir Putin. Several Democratic members of the committee have said they also plan to ask Tillerson about human rights and climate change in light of his Exxon work.  Many lawmakers are leaning on Trump to fully divest from his companies because his wide-ranging business empire lends itself at the very least to an appearance of conflicts of interest. Democrats argue Tillersons business career raises similar questions.  Just how thorny those conflicts may be wont be clear until the committee receives Tillersons financial disclosure statements, documents that Corker expects to have before the end of 2016. Corker plans to give other committee members a copy of the disclosure as soon as we have it, providing ample time to review what is expected to be a very extensive document.  Committee Democrats are planning to scour Tillersons financials once they receive them and are exploring options to beef up their resources by borrowing tax and financial experts from other corners of the Hill or seconding Internal Revenue Service and Treasury Department employees to help, according to an aide.  The all-in effort is vital, they argue, because unlike many previous secretaries of state, Tillerson has not had to publicize details about his personal finances. If confirmed, Tillerson would be the first secretary of state in decades who has not previously worked as a public servant or a member of the military.  This proposed nominee for secretary of state will likely be asked more questions than normal. Secretary Kerry was somebody that we knew. Secretary Clinton was somebody that we knew, Corker said. Since [Tillerson] will be up under the hood advising the president on foreign policy, a president who hasnt been involved in foreign policy in his business life, we certainly want to understand fully the kind of advice he would be giving the president as secretary of state.  Part of the logic behind planning a two-part hearing (one session in the morning and one in the afternoon), as Corker put it, is so there can be plenty, plenty, plenty of time for people to learn everything they want to from Tillerson.  A particular point of concern for Democrats and Republicans will be Tillersons relationship and business dealings with Putin, who awarded him the Kremlins Order of Friendship in 2013. Tillerson also opposed sanctions that the United States imposed on Russia in 2014 as a reaction to the annexation of Crimea and Moscows support of separatists in eastern Ukraine, arguing that Exxon lost $1 billion from the policy change.  On Thursday, Corker had a 30-minute conversation with Tillerson in which he questioned him about Russia, with the bulk of that conversation focusing on sanctions. He came away with the impression that Tillerson had no interest in ripping up existing sanctions on Russia, even if he criticized them as Exxons CEO.  That would be hugely problematic to this one senator, if I felt that was how we were going to begin the relations with Russia, Corker said, referring to himself. He noted the conversation alleviated some of the concerns he harbored about Tillersons relationship with the Kremlin.  Corker said he encouraged Tillerson to start calling other lawmakers on his committee. Tillerson and lead Foreign Relations Committee Democrat Ben Cardin (Md.) also spoke by phone Thursday, but a spokesman for Cardin would not detail what was discussed.  On Tuesday, Tillerson was in Washington, where he met with Sen. Tom Cotton (R-Ark.), who endorsed his nomination. He hopes to meet with as many senators as possible to discuss his nomination, according to the Trump transition team.  I think, at least I hope, that when these meetings take place that were going to see a Rex Tillerson that has a standard view of Russias malicious activities, nefarious activities, Corker said. I got a good sense of how hed [approach] Russia and Putin, and it was certainly different, if you will, than the picture of him toasting Putin with champagne.  Several key GOP senators  including John McCain (Ariz.), Lindsey Graham (S.C.) and Marco Rubio (Fla.)  have expressed concerns that Tillersons ties to Russia could be a dangerous echo of Trumps seeming affinity for Putin. Those concerns have taken on even more urgency in wake of CIA allegations that Russia attempted to tilt the election to Trump.  Since the president-elect selected Tillerson, Trumps transition team has been rolling out foreign policy heavyweights such as Bob Gates, Condoleezza Rice, Stephen Hadley and Dick Cheney to vouch for Tillersons global bona fides. Gates, Rice and Hadley run a consulting firm that has Exxon is a client.  Only one Republican on the Foreign Relations Committee  Rubio  has publicly criticized Tillerson over his Kremlin ties, and he communicated those concerns directly to Corker before the nomination was formally announced.  Democrats need only persuade one Republican to oppose Tillerson to block his nomination in committee. But it is still possible he could get to a floor vote even if the committee rejects him. In the past, the Senate Foreign Relations Committee has reported out nominations unfavorably, a procedure that expresses the members discontent without blocking the full Senate from voting. In 1983, the full Senate confirmed President Ronald Reagans Arms Control and Disarmament Agency nominee, Kenneth Adelman, despite his rejection by the panel.  But Corker expressed confidence that Tillerson would pass the committees test, even if his track record as an oil-company CEO gives members pause.  My sense is, based on the conversation we had, hes going to very much understand that his job now is to pursue our countrys national interest, Corker said."
76,Real,"Obamacare Has Its Biggest Day as Republicans Promise Repeal A record number of Americans signed up for Obamacare Thursday on what they thought would be the last day to enroll in health insurance coverage that starts in the new year, President Barack Obama said Friday.  So many people visited the federal government website that the administration extended the deadline until early next week to give more people time to sign up for what could be the last year of Obamacare coverage.  The Republicans who will control Congress and the White House starting next month say they'll repeal the law that provides the insurance markets as soon as they can  although there's no clear plan for how, when or what to put in its place.  Obama plugged the health insurance marketplace, the centerpiece of the 2010 Affordable Care Act, in his last press conference of the year before heading to Hawaii for vacation.  ""Yesterday was the biggest day ever for Healthcare.gov. More than 670,000 Americans signed up to get coverage,"" Obama said.  ""SINCE I SIGNED OBAMACARE INTO LAW, OUR BUSINESSES HAVE ADDED MORE THAN 15 MILLION NEW JOBS."" That's compared to 600,000 sign-ups last year on the Dec. 15 deadline.  Obama said when he took office, 44 million Americans lacked health insurance. ""Today, we have covered more than 20 million of them,"" he said. ""For the first time in history, more than 90 percent of Americans are insured.""  Republican opponents of Obamacare don't dispute the coverage numbers but say the law has failed to bring down costs for consumers, as had been promised.  Related: Most Americans Don't Want Obamacare Repealed  Premiums have risen as insurance companies taking part in the exchanges have struggled to make the profits they seek given the other restrictions imposed by the law. Obamacare limits the ability to charge higher premiums for women and older people, and it forces insurers to take all comers, even people who are already sick.  But the publicity over higher premiums didn't seem to scare off new customers. The Department of Health and Human Services said more than 4 million people have signed up for coverage on Healthcare.gov, compared to about 2.8 million enrollments by the first week of December last year. That includes 1.1 million people not covered before and 2.9 million renewals.  ""YESTERDAY WAS BIGGEST DAY EVER FOR HEALTHCARE.GOV. MORE THAN 670,000 AMERICANS SIGNED UP TO GET COVERAGE."" Most people who buy private insurance on the health insurance marketplaces get a hefty federal subsidy to help pay the premiums. An analysis by the Center for Health and Economy found those subsidies would cost $42.6 billion next year, an increase of nearly $10 billion over this year.  Related: Obamacare Repeal Would Take Insurance from 30 Million People  The enrollment numbers do not include 12 health insurance marketplaces run by states and Washington, D.C. independently of the federal government.  The new demand could help improve profitability for insurers, said Larry Levitt of the nonpartisan Kaiser Family Foundation. ""If the current (Affordable Care Act) open enrollment period is successful and enrollment grows, it means the insurance market is not collapsing,"" he said via Twitter.  ""Because of the extraordinary demand, we extended the deadline to sign-up for January 1 coverage by two business days until 11:59 pm PST December 19. We don't yet know how many people will take advantage of this extension, but nearly a million consumers left their contact information to hold their place in line,"" HHS said in a statement.  Obama on Friday took a shot at critics who said the law would hurt business and employment by requiring larger employers to cover their workers.  ""Since I signed Obamacare into law, our businesses have added more than 15 million new jobs,"" he said."
77,Satire,"Senator tells ethics commissioner she was unaware that she was a Senator for 7 years OTTAWA  Conservative Senator Nicole Eaton claimed Thursday that she was unaware of her appointment to the Senate some seven years ago, in addition to claiming that she was did not know she was a director of an offshore corporation in the Bahamas some twelve years ago.  This is a simple misunderstanding, one that Im sure happens to many Canadians, explained Eaton told the press while attending a fundraiser gala for slightly less wealthy children. I dont recall ever being told I was an Officer of Parliament. I know this Harper fellow vaguely, and I thought I was signing up for one of those European cruises on Parliament Hill. I really leave that appointment business to my accountants and lawyers.  Eaton claims that it was her close friend from her fine-art collecting club, simply known as Muffy, who submitted her name to the Prime Ministers Officer for a position in the Upper Chamber.  Somehow she placed my name on these Senate documents at the ceremony and took the oath for me. I had absolutely no idea what the devil she was signing me up for. I thought she was adding another Van Gogh for my collection.  The Harper-appointed Senator, most famous for demanding the audit of environmental charities, calling Canadas national symbol a dentally defective rat, and attempting to frame Roger Rabbit, promptly reported to Senate Ethics Commissioner Mary Dawson that she was oblivious to the fact that the debates and committees she attended over the last seven years had anything to do with the Senate.  I thought I was at the bridge club, it was so dull there. Fortunately, we only had to sit for half the year.  Eaton says that she will wait for more information from the Offshore Leaks Database to discover if she is director of another offshore company, or was appointed a Senator position in another country."
78,Real,"Trump picks budget 'hawk' Mick Mulvaney to lead budget office President-elect Donald Trump has nominated Mick Mulvaney, a conservative Republican congressman from South Carolina who is known as a budget hawk, as director of the Office of Management and Budget.  In a statement issued on Saturday morning  shortly after Trump tweeted an inflammatory comment about Chinas seizure of a US navy drone in the South China Sea  Trump called Mulvaney a very high-energy leader with deep convictions for how to responsibly manage our nations finances and save our country from drowning in red ink.  Trump also said that with Mulvaney as his budget director, his administration would make smart choices and renew the American taxpayers trust in how their money is spent.  Mulvaney said he would help restore budgetary and fiscal sanity  after eight years of an out-of-control, tax-and-spend financial agenda under Barack Obama.  Like other Trump nominations, the budget directors job requires Senate approval.  Mulvaneys nomination follows a pattern of Trump turning to individuals with records apparently hostile to the agencies they are nominated to lead.  For example, the Oklahoma attorney general, Scott Pruitt, a leading critic of climate change theories, has been nominated to lead the Environmental Protection Agency.  In other such moves, the billionaire and charter schools advocate Betsy DeVos has been nominated as education secretary and the Alabama senator Jeff Sessions, a critic of voting rights legislation, has been nominated as attorney general.  The announcement about Mulvaney was made as Trump, who takes office on 20 January, began his holiday vacation at Mar-a-Lago, his oceanfront club in Palm Beach, Florida.  Mulvaney, 49, was an outspoken critic of the former House speaker John Boehner, who resigned in 2015 amid opposition from fellow Republicans who were members of the House Freedom Caucus.  His selection points to a strategy by Trump to cut government where he can. The president-elect has recently railed against what he has called a far too expensive new version of the Air Force One aircraft he will use, which Boeing is supposed to build.  With Mick at the head of OMB, Trump said in his statement, my administration is going to make smart choices about Americas budget, bring new accountability to our federal government, and renew the American taxpayers trust in how their money is spent.  Mulvaney said: Each day, families across our nation make disciplined choices about how to spend their hard-earned money, and the federal government should exercise the same discretion that hard-working Americans do every day, he said.  On Friday night, Trump vowed to seek approval from Congress for $1tn in new spending to rebuild the countrys crumbling network of roads, bridges, airports and other infrastructure as a way to create jobs and make some needed repairs.  We are going to fix our country. Its time. We have no choice. Its time, Trump said at a rally in Orlando, Florida."
79,Satire,"PUTIN APPEARS WITH TRUMP IN FLURRY OF SWING-STATE RALLIES TAMPA (The Borowitz Report)Infused with a sense of urgency as Election Day nears, the Trump campaign has enlisted President Vladimir Putin, of Russia, to appear with the Republican nominee in a dizzying array of swing-state rallies over the weekend.  Putin will be the most visible Trump surrogate in the final weekend of the campaign, as he tries to fire up voters in Florida, North Carolina, Colorado, and Nevada.  The Russian President seemed to relish the warm response he got at his first Trump rally, in Tampa, where he led the crowd in a raucous chant of Lock her up.  Trump praised Putins talent for politics by noting that he had won the Russian election in 2012 by a landslide. He got sixty-four per cent of the vote, and no one else even came close, Trump said. Hes terrific.  Putin, whose English is rudimentary at best, kept his remarks brief at the Tampa rally, but echoed Melania Trumps recent call for an end to bullying.  A Republican strategist, Harland Dorrinson, called the Trump campaigns use of Putin in crucial battleground states very, very smart.  At this point, you really couldnt ask for a more effective surrogate, he said. Youd much rather see Trump up there with Putin than with, say, Chris Christie.  While some in the media criticized the Trump campaign for allowing Putin to influence the outcome of a U.S. election, the Republican nominees campaign manager, Kellyanne Conway, pushed back in an appearance on CNN.  This is just another case of media bias against Donald Trump, she said. Jay Z and Beyonc, who have no experience in government at all, are allowed to campaign for Hillary Clinton, but Vladimir Putin, who actually runs an entire country, cant appear with Donald Trump? Come on."
80,Real,"NSA watchdog put on leave in whistleblower case WASHINGTON -- Allegations of retaliation against a whistleblower at the National Security Agency have left its top watchdog fighting for his job, according to an intelligence official and another individual familiar with the case.  The case could offer some credence to Edward Snowdens claim that he could not have reported the governments domestic surveillance program without facing reprisals.  George Ellard, the NSAs inspector general, was placed on administrative leave after he refused to give the whistleblower a certain job assignment. The Project on Government Oversight, an advocacy group, first reported last week that Adm. Mike Rogers, director of NSA, had placed Ellard on leave and recommended that he be terminated. Ellard is appealing that decision.  Ellard received attention in 2014 for remarks at Georgetown University Law Center criticizing Snowden, the former NSA contractor who had leaked secret documents about the surveillance program. Snowden says he went public because he feared retaliation from his superiors if he had raised his concerns with them. Ellard said at Georgetown that Snowden could have safely come to him.  Ellards case is the first to move completely through a process created by President Barack Obama in 2012 to ensure that intelligence employees can effectively report waste, fraud and abuse while protecting classified information. The directive prohibits agencies from retaliating against them or taking away security clearances or an employees access to classified information.  The case stemmed from a whistleblowers claims of financial misconduct by NSA officials involving a conference in Nashville, Tennessee.  The whistleblower, in a brief email to The Associated Press, said that after he raised his concerns, his name was disclosed to Ellard in violation of rules intended to protect government employees who want to report misconduct.  The whistleblower said his email response had been cleared by the NSA. The agency declined to comment independently on the case. Ellards attorney did not respond to requests for comment.  Its not clear who revealed the whistleblowers identity to Ellard. But the whistleblower said that after Ellard learned who he was, I was denied an assignment within the NSA inspector generals office of investigations because of my whistleblowing. He sent the email to the AP on condition of anonymity because the case is still active.  Rogers decision to recommend Ellards dismissal followed an eight-month investigation by a panel of inspectors general at the CIA, Treasury and Justice Department, according to an intelligence official, who was not authorized to disclose details about the case and spoke on condition of anonymity. The trio was empaneled in October 2015 and issued its decision in May.  The Justice and Defense departments declined to comment on the decision.  Louis Clark, director of the Government Accountability Project, said he was happy that the process set up by Obamas directive was finally being used, but expressed disappointment that it has taken so long for it to happen. It was so slow because the intelligence agencies are extremely hostile to whistleblowing, he said.  The fate of Obamas directive is uncertain. It will be up to Donald Trump, after he becomes president, to decide whether to continue it. Trump has said he doesnt trust the intelligence agencies, but its not clear if that would make him more or less likely to protect whistleblowers.  Timothy Edgar, Obamas first director of privacy and civil liberties for the White House national security staff, says there is cause for serious concern about the future of whistleblowers.  What were left with, I think, is probably primarily the integrity and bravery of people in the bureaucracy, who, despite those obstacles are willing to say no if they are involved in activities that they think are serious violations of the Constitution, Edgar said."
81,Fake,"HILLARYS POPULAR VOTE WIN CAME ENTIRELY FROM CALIFORNIA Since Donald Trumps electoral victory, supporters of presidential loser Hillary Clinton have cried foul after their candidate won the popular vote, yet failed to win. On November 8, Trump was elected US president when he surpassed 270 electoral college votes. Clinton didnt come close to winning the electoral college  232 to Trumps 304  but she did succeed in securing the popular vote, by about 2.8 million people. But, If you take California out of the popular vote equation, then Trump wins the rest of the country by 1.4 million votes, reports Investors Business Daily. And if California voted like every other Democratic state  where Clinton averaged 53.5% wins  Clinton and Trump end up in a virtual popular vote tie. According to Investors, Trump easily won the presidency by every other metric even when California is included: Number of states won: Trump: 30 Clinton: 20 _________________ Trump: +10 Number of electoral votes won: Trump: 306 Clinton: 232 _________________ Trump: + 68 Ave. margin of victory in winning states: Trump: 56% Clinton: 53.5% _________________ Trump: + 2.5 points Popular vote total: Trump: 62,958,211 Clinton: 65,818,318 _________________ Clinton: + 2.8 million Popular vote total outside California: Trump: 58,474,401 Clinton: 57,064,530 _________________ Trump: + 1.4 million After clamoring that Trump would not accept the election results, butt-hurt Democrats have tried various tactics to steal and delegitimize his presidential victory, from calling for an end to the electoral college system, to implementing vote recounts  which backfired  to claiming the FBI rigged the election, to blaming fake news, a cartoon frog, Wikileaks, the alt-right and the Russian government."
82,Satire,"Can Trump Follow Through On His Campaign Promises? President-elect Donald Trump made a variety of lofty promises during his campaign as part of a pledge to make America great again. The Onion looks at several of these promises and evaluates whether Trump will be willing or able to follow through on them.  Scrap The Iran Nuclear Deal: Most experts have warned that such a measure would be an incredibly short-sighted and dangerous move, so its pretty much a given  Repeal And Replace Obamacare: This is well within reach, as Trump has congressional support to repeal Obamacare and is poised to easily replace it with utter chaos  Imprison Hillary Clinton: Although hes walked back this promise in recent weeks, Americans are ready for this argument to reenter the national dialogue as soon as Trump needs to deflect attention from a devastating misstep or calamitous scandal  Eliminate Hanger Steak From The Menu: Trump is already throwing the full weight of his office behind removing this lesser cut of beef from all domestic restaurant offerings  Bring Jobs Back From China: Its unlikely that Trump will allow foreign jobs to come into the country under his strict immigration policy  Create A Muslim Registry: Instead of bullying the Muslim-American community by following through on this specific campaign promise, Trump will likely find it much more effective to just let it hang over their heads indefinitely  Make Mexico Pay For Border Wall: Look, he said hes gonna do it, and hes gonna do it, okay? If you dont like it, you can go back to your libtard PC safe space. MAGA!  Get Munfordville, KY Resident Jason Hough, 38, A Job: Time will tell if this promise, which Trump made only in Houghs mind, will be kept  Unify The Shards Of The Dark Crystal: Being that Trump is not a Gelfling as the prophecy foretold, its unlikely that hell make any headway on this  Find Out What Truly Makes Him Happy On A Deep, Existential Level: This is one of Trumps most ambitious proposals, and is unlikely to ever be realized"
83,Fake,"Trump Pledges to End ""Let's Move"" on First Day in Office Calling it a 'total disaster', president-elect Donald Trump pledged in a video clip posted on YouTube today that he will scrap Michelle Obama's Let's Move initiative on his first day in office.  Launched in 2010 with a mission to combat childhood obesity by promoting exercise and improving access to healthier food choices for children in underserved communities, Let's Move has failed to achieve any of its goals, the president-elect claims.  ""It's a total disaster. A complete joke. Kids today are fatter than ever,"" Trump said. ""Maybe vegetables make you fat. Who knows? We're going to look into it.""  Trump indicated his administration would replace the campaign with one that promotes jobs and economic growth.  ""These kids don't need to play, they need jobs. Nobody's going to pay anyone to play hopscotch,"" he remarked. ""And not only is working a great form of exercise, it will help their parents pay the bills.""  Trump went on to say that he would work with Congress to have the provisions regulating child labor removed from the Fair Labor Standards Act, or simply repeal the entire law altogether in order to make way for his Get to Work initiative."
84,Fake,"URGENT: The Mainstream Media Was Hiding One HUGE Fact About Trump Win! Yall are gonna get a REAL kick outta this one. So remember how the Mainstream Media wouldnt shut up about Hillary Clinton beating Donald Trump in the popular vote by 2.8 Million? Well, that is technically true, but they left out one MAJOR fact  IF YOU DISCOUNT CALIFORNIA AND NEW YORK, DONALD TRUMP BEAT HILLARY CLINTON BY MORE THAN 3 MILLION VOTES IN THE OTHER STATES!!    You see, Hillary Clinton managed to win the classic blue states (both of which have massive sanctuary cities) by 4.2 million in California and 1.8 million in New York.  In fact, by those numbers, it is safe to say that California alone is the ENTIRE reason Clinton won the popular vote and California does NOT speak for the entire country.  This is exactly why the electoral college exists, though. These 2 states do not account for the entire nation. They know NOTHING about the problems in places like Michigan, Minnesota, Ohio, and Florida, all of which voted Trump. (H/T  Daily Mail)  Newt Gingrich brilliantly stated,  THIS IS FOOTBALL SEASON. A TEAM CAN HAVE MORE YARDS AND LOSE THE GAME. WHAT MATTERS IS HOW MANY POINTS YOU PUT ON THE BOARD.    So it looks like the brilliant system set up by our founding fathers worked out just the way it was supposed to.  Im sure a bunch of crybabies will still try and say he didnt win, but if they do, just look them in the eye and say Welcome to America, B*TCH! This is what Freedom Tastes Like"
85,Real,"Obama Designates Atlantic, Arctic Areas Off-Limits To Offshore Drilling President Obama has indefinitely blocked offshore drilling in areas of the Atlantic Ocean and in Arctic waters, a move aimed at advancing environmental protection during his final days in office.  The Arctic protections are a joint partnership with Canada. ""These actions, and Canada's parallel actions, protect a sensitive and unique ecosystem that is unlike any other region on earth,"" the White House said in a statement.  ""They reflect the scientific assessment that, even with the high safety standards that both our countries have put in place, the risks of an oil spill in this region are significant and our ability to clean up from a spill in the region's harsh conditions is limited,"" the White House added. ""By contrast, it would take decades to fully develop the production infrastructure necessary for any large-scale oil and gas leasing production in the region  at a time when we need to continue to move decisively away from fossil fuels.""   This map shows the Atlantic areas that have been designated off limits to oil and gas explorations and development activity. White House Obama's action designates 31 Atlantic canyons ""off limits to oil and gas exploration and development activity,"" totaling 3.8 million acres, according to the administration. It provides the same protections to much of the Arctic's waters, covering the ""vast majority of U.S. waters in the Chukchi and Beaufort Seas,"" totaling 115 million acres. Canada is doing the same to ""all Arctic Canadian waters,"" the joint statement adds.  Obama took these actions by invoking a law called the Outer Continental Shelf Lands Act, which gives the president the authority to withdraw lands from oil and gas leases. But as NPR's Jeff Brady and Jennifer Ludden report, major questions remain about what will happen if the incoming Trump administration attempts to reverse this action.  ""The White House says the president is acting within his authority, that Presidents of both parties have done this in the past, and trying to reverse such an order would be unprecedented if Trump tried to do this,"" Jeff said on All Things Considered.  There is no legal precedent for reversal, Jeff reports. ""So if there's a legal challenge, and I'm not going to be surprised if there is one, it's really not clear what a court would decide.""   This map shows the area that the U.S. has designated as indefinitely off limits to offshore oil and gas leasing. White House As Bloomberg reports, the ""statute doesn't include a provision for reversal and that action may take years to work its way through court.""  Environmental groups such as Oceana are celebrating the designation. ""President Obama has taken a key step in protecting important areas of the Atlantic Ocean from offshore drilling,"" as Jacqueline Savitz, the group's senior vice president for the United States, said in a statement. ""The people of the Atlantic coast refused to allow their way of life to be compromised and we commend their hard work making their voices heard in Washington.""  Representatives of the oil and gas industry are unhappy about the news. ""We think it's a very short-sighted decision to take these areas off limits,"" Andy Radford, senior policy advisor for offshore issues at the American Petroleum Institute, told Jeff the action poses ""great risk to our energy security going forward and eliminates the opportunity to create jobs and help small businesses throughout the country. ""  Earlier this year, the Obama administration reversed course on a plan that would have allowed Atlantic offshore drilling after uproar from local communities and environmentalists.  Then, the administration designated the first national marine monument in the Atlantic Ocean. Last week, the National Oceanic and Atmospheric Administration announced that it has protected an Atlantic area about the size of New Jersey from deep-sea commercial fishing."
86,Real,"Trump protesters plan to open 'movement house' in Washington DC A group of millennial activists from across the country plan to open a movement house in Washington DC next month, which will serve as a permanent base to protest Donald Trumps presidency.  The organizers are mostly women of color, many of whom campaigned for Bernie Sanders during the Democratic primary.  The house, which will be set up by inauguration day on 20 January, has been dubbed District 13, in a reference to a rebellious neighborhood in the Hunger Games books and films.  Activists told the Guardian that it will serve as a space for the best kinds of troublemakers from around the country. The property will be located in Capitol Hill, close to the White House and the Capitol building, and will enable activists to quickly mobilize against Trump should he court controversy during his presidency.   Ripples of a revolution: what will Bernie Sanders' supporters do next? Read more Ultimately its to make sure we hold him accountable, said Moumita Ahmed, the founder of Millennials for Revolution, a group which span off from the Bernie Sanders-supporting Millennials for Bernie.  Because his presidency is not normal at all. Its our duty to make sure he doesnt succeed.  If he succeeds its a message that everything he stood for is OK. That its OK to get to power in the way that he did, and hurt all the people hes hurt.  District 13 will be open to activist groups around the country who wish to demonstrate in the capital, Ahmed said. The house is inspired by movement houses from the civil rights era, which served as a safe haven for people to plan marches and protests.  People from ethnic-minority activist groups, such as African Americans for Bernie and Color of Change, are involved in planning for the movement house, while climate change and minimum wage campaigners have also contributed.  Most of the people involved are people who will most definitely be affected by this administration, Ahmed said.  As someone who is from a Muslim family, Im invested in the safety of my community. And I see this administration as a threat to my community, especially because of the rhetoric that was used to become the president.  The groups launched a crowdfunding effort on Tuesday to support District 13. They aim to reach $50,000, which will cover the houses rent for one year.  Erika Peralta, who has worked for Color of Change  an organization with more than one million members that works to create a more human and less hostile world for black people in America  is another organizer of District 13. She plans to live in the house for the first three months of Trumps presidency.  The aim is to be a focal point and a nexus for activists and progressive people across the country to provide them resources and aid and our networks to stop any hatred that may come from the White House or to stand up against it, Peralta said.  Were going to work to make sure that whatever [Trump] is trying to do, whether its a Muslim registry or deport a bunch of immigrants, were not going to let that happen."
