,label,content
426,F,The Clintons are responsible for more deaths than the coronavirus. Coronavirus — 22. Clintons — 39
427,F,Garlic water can cure coronavirus
428,F,Tamil Nadu Govt ordered to re-open TASMAC bars
429,F,a Chinese doctor has?discovered that drinking Tea is?effective in curing & relieving symptoms of the coronavirus
430,F,"A fighter aircraft crashed in Tenjin, China. It failed to defect from China"
431,F,A person with coronavirus in Andorra (February 10th)
432,U,"Lagos Ibadan expressway has been under construction for almost 15 years, if I'm not mistaken.. Yet, a country built a 1000 bed hospital in 10 days & I can bet the best of our hospitals can't stand near this. This shows leadership in Nigeria over has never cared about the people"
433,T,"The European travel ban of @realDonaldTrump is really stupid. #COVIDー19 can infect an American in France, an Italian in Japan, or anyone in the UK & this ban wouldn’t stop them from entering US"
434,F,A post says the coronavirus can be slowed or stopped with the “immediate widespread use of high doses of vitamin C.”
435,T,"Dr. Xie Jiang: ""I should warn the rest of the world that you guys should take care, don’t neglect this disease”. “No city in the world would have enough specialist equipment to cope” he said. Dr. Jiang has been fighting the #coronavirus outbreak in China"
436,U,"If someone sneezes with it, it takes about 10 feet before it drops to the ground and is no longer airborne"
437,T,"An Alabama resident who tested positive for the novel coronavirus, COVID-19, has died, according to the state’s health department"
438,T,"NYC coronavirus outbreak leads to shortage of foster dogs, cats"
439,T,"If you have #epilepsy or other medical needs, these helpful tips from the CDC can help you prepare and protect yourself in case of emergencies. https://t.co/yIvJpNmksy https://t.co/NOSdizuecP"
440,U,China slams Trump's coronavirus travel limits: 'Not a gesture of goodwill'
441,T,"@narendramodi Sir thank you for interacting people on the occasion of #JanAushadhiDiwas2020, its message to everyone to take benefit of affordable medicines, you also informed nation not to panic for #COVIDー19, there is need of awareness not to panic"
442,F,Videos showing police detaining COVID-19 patients in India
443,F,Prince Charles Infected With Coronavirus After Meeting Singer Kanika Kapoor
444,F,COVID-19 would not exist if the world was vegan
445,F,Australian Hospital Staff Rolled In A Wilson Volleyball To Keep Tom Hanks Company In Quarantine
446,T,Judicial Watch - Epidemic of Government Employees Watching Porn on Taxpayer Time - https://t.co/pIWAJHK6SD
447,U,Bring everyone in from Wuhan! There's no symptoms! You don't need to have a temperature to have it! Just go to a GP and spread it when you feel like it! (Broughttoyouby @NSWHEALTH Sydney) #lawsuits coming
448,F,Multiple allegations around how coronavirus was produced by China
449,U,"I've heard they wanna export it to uncle Charlie over in China, because the chinks are paying top dollar for it! https://t.co/lqSnjg0mei"
450,U,Experts warn coronavirus can last up to 5 days on shoes
451,F,14 University of Nairobi students have tested positive for COVID-19
452,U,Those stupid surgical masks and all the other goofy shit y’all be wearing isnt gonna protect yall from catching the coronavirus lol
453,F,"Image shows PM Narendra Modi meeting Kanika Kapoor, while the latter was infected with COVID-19 coronavirus"
454,F,"China court gave permission to kill 20,000 patients affected with coronavirus"
455,F,Drinking hot beverages prevents coronavirus infection
456,F,Five Helicopters will spray disinfectants into the air to eradicate the coronaviruses
457,F,Qatari Deputy Minister of Health leaves an Interview Because of coronavirus
458,U,North Korea leader Kim Jong Un ordered his country's first COVID-19 patient to be shot dead
459,F,"Official news: in Naples people have used Tocilizumab, a drug that will cure Covid-19"
460,F,A Facebook post shared tens of thousands of times purportedly shows a rail freight tanker with “COVID-19” stamped on one side
461,T,The University of Tampa announced that five of its students have tested positive for coronavirus and are recovering after returning from a spring break trip
462,F,Irene Montero is caughing on someone during the 8M women protest
463,F,An alkaline diet can prevent getting infected
464,F,Says a military Humvee labeled “COVID-19 quarantine team” was on Interstate 696 in Michigan
465,U,Corona killed more traders worldwide then infected persons
466,F,Pope Francis and his 2 aides have infected with COVID-19
467,U,ormer patient at unit where two people are being treated for coronavirus says it 'felt like ET'
468,T,"Simonstown Gaels player tests positive for Covid 19: Simonstown Gaels GFC in Meath has announced that one of its adult players has tested positive for Covid 19 after returning from a trip abroad and that the club is ""seeking advice and guidance from the… http://dlvr.it/RRg9wV"
469,F,Police asked shops selling alcohol to restrict opening hours on St Patrick’s Day to lower the risk of house parties where coronavirus could be spread
470,U,"So, the Philippines holds the ""honor"" of having the first death outside of China in coronavirus outbreak. Congratulations, Philippine Government for your warm welcome for the Coronavirus "
471,T,"The total number of deaths from Covid-19 in the UK is now at 233, the same number of deaths reported in Italy about two weeks ago"
472,T,MORE PEOPLE DIE FROM THE REGULAR FUCKING FLU EVERY YEAR THAN THE NUMBER OF PEOPLE WHO HAVE DIED FROM THE CORONA VIRUS JUST WASH YOUR HANDS COVER YOUR MOUTH WHEN COUGHING TAKE YOUR FUCKING VITAMINS AND STOP BEING RACIST TO EVERY ASIAN PERSON YOU SEE YOU FUCK HEADS
473,T,"The corona virus can be spread through internationaly printed albums. If you have any albums at home, put on some gloves, put all the albums in a box and put it outside the front door tonight. I'm collecting all the boxes tonight for safety. Think of your health"
474,T,@MaryiamGani @EmmmaHam @KaitMarieox @Joelpatrick1776 @realDonaldTrump Here is the actual CDC report generated by the study. Feel free to read it and actually learn something. https://t.co/Frc9qDmTz1
475,F,Russia released 500 lions to ensure people would stay inside houses
476,U,It only took a default on 3% of sub-prime mortgages to cause the 2008 recessions
477,T,"China's CPI inflation is being driven almost entirely by food inflation which jumped from 17.4% to 20.6% in January, with all the other components ranging from 0.2% to 2.3% #USDCNY https://t.co/uRQToF3W1w"
478,T,Princes George and Louis and Princess Charlotte are showing their appreciation for healthcare workers fighting the coronavirus
479,F,0 staff members at Fortis Hospital Mulund have tested positive
480,T,Columbus News Japanese woman now has coronavirus after husband contracted disease following recent Hawaii trip - Honolulu Star-Advertiser https://t.co/EIeButi4O6 https://t.co/c6KRNjSQKk
481,U,"During the Taal eruption, we were reminded that the disaster fund was cut by billions. Now in the time of nCoV, let us be reminded that the budget for health was also cut by billions. For intelligence and military fund. Let us fucking kill this government"
482,F,India finds it hard to assess number of citizens stuck in Wuhan
483,F,"9 dead, over 440 infected! This is serious""The spread of the respiratory virus to Thailand,Japan, S.Korea, Taiwan,& now the US-fueling fears of a broader epidemic,as China enters its busiest travel period of the year""! Can be spread by humans"
484,F,eating garlic to prevent infection
485,T,President Trump issued a major disaster declaration for Texas on Wednesday amid concerns over the spread of the novel coronavirus
486,U,Michelle: you can’t buy boba bc you’re gonna get the coronavirus bc it’s from Chinese people 🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️
487,F,"Dr. Li Wenliang, the whistleblower of the virus discovered a cure for COVID-19"
488,F,Video of Wuhan market where the new coronavirus started to spread
489,U,BREAKING: White House coronavirus task force holds press briefing as airlines suspend flights to China amid the outbreak
490,U,The outbreaks of both the Wuhan coronavirus and SARS likely started in Chinese wet markets
491,F,"Image of COVID19 infected Indonesian doctor Hadio Ali watching his daughters from a distance as he bids them final goodbye, the image is said to be posted by his wife"
492,U,"Christianity is a death cult. They are always fantasizing about what happens after they die, or wishing death on others. How boring. We prefer to cherish life and celebrate the here & now"
493,F,The Bombay High Court (HC) has ordered an extension of the ongoing lockdown in the state till April 30
494,F,Police in Zimbabwe beating churchgoers because their place of worship refused to close to prevent the spread of COVID-19
495,T,"we’ll keep spreading the facts so you’ll #QUITLYING to kids. Vaping isn't safe. Sincerely, All Of Us. Create your own message at http://spr.ly/60191d5PF "
496,F,Trump got a Moroccan shiekh (muslim priest) to put a spell on him that prevent COVID19
497,T,"https://t.co/TyONDjK5tw Coronavirus: Two deaths from Japan cruise ship, media report The pair, in their https://t.co/VBl58vQb5A https://t.co/pjaAFa5MiP"
498,F,WalMart reducing hours of operation
499,F,Cocaine kills coronavirus
500,T,"Gold, silver prices up as coronavirus back on the front burner https://t.co/lVg1WEwGOk"
501,F,"“Italians remove EU flag and put the flag of the PR of China,” the headline says, suggesting that such a phenomenon is happening in Italy – people are removing the flag of the European Union and are replacing it with the Chinese flag"
502,T,My annual checkup saved my life.” Read Janna’s #CervicalCancer survivor story
503,T,"I condemn in the strongest terms this fake news about Sarah Elago being disseminated by evil individuals and organizations. As her lawyer and as a supporter of Kabataan PartyList, I am in constant contact with her. She is not COVID-19 positive and not in any way sick"
504,U,"Saudi Arabia has suspended entry into the country for  individuals seeking to perform Umrah or visiting the Prophet's Mosque in Madinah due to fears over the spread of the coronavirus, the Ministry of Foreign Affairs said in a statement on Thursday"
505,T,Katharine McPhee and David Foster have been performing mini concerts together while self-isolating at home because of the coronavirus outbreak
506,F,Tens of thousand Korean asked for expelling Chinese. The anti-Chinese bandwagon swept across the world
507,F,"President of the National Assembly of Serbia Maja Gojkovic claimed that according to the Constitution, Parliament cannot session during the State of emergency"
508,U,There will be Black Monday for China markets next week
509,U,This seems to be an objective analysis if the mortality rate of Covid 19. https://t.co/q1gGfMwf0x
510,F,"Coronavirus has infected boiler chicken as well. We appeal to all the citizens not to consume boiler chicken meat. This appeal is from the Muslim community, Khar, Mumbai"
511,T,"Chinese authorities’ control of information has been amazingly effective. Last week when I spoke to friends in Wuhan about #coronovirus , they dismissed what I said as fake news. Now they are trapped in the city, a giant cage guarded by policemen and soldiers"
512,F,"Mostly WHO has said, do not eat Cabbage as it will increase the chance of Coronavirus infection"
513,U,"At this time, the risk to Americans remains low, and we are working to keep it that way. We will continue our work to monitor, respond to, and mitigate the spread of the #coronavirus and ensure that Americans have the most accurate and up-to-date health and travel information"
514,T,"▶ World Health Organization names the new coronavirus: Covid-19: ""Having a name matters to prevent the use of other names that can be inaccurate or stigmatizing,"" Tedros Adhanom Ghebreyesus, director-general of the WHO, told reporters. https://t.co/BPDfA64jlN"
515,U,Trump’s ‘blue-collar boom’ is likely a dud. United States-Mexico-Canada Agreement (USMCA) and a “phase one” deal with China will likely lead to more outsourcing and job loss for U.S. workers
516,T,"A sea-rail freight train carrying 35 containers left the Putian Station of Zhengzhou, capital of central China's Henan Province Wednesday, heading for east China's Qingdao Port. - 國際日報 - https://t.co/1uh6RMJ54Q https://t.co/ve5pQGbgRS"
517,F,"people who contract covid-19 will get very sick, or die"
518,F,India TV telecasted news that Bollywood Actor Shahrukh Khan donated 450 million (45 Crore) Rupees to Pakistan Oil tanker blast victims
519,F,"There was rumours that @sidharth_shukla will be seen in Naagin4 opposite @TheRashamiDesai & he was about to start shooting but due to the ongoing Coronavirus outbreak, he couldn't"
520,F,"Several photos of coffins, allegedly, with victims of the coronavirus for which the police are being investigated"
521,T,"Opera sensation Plácido Domingo recently informed fans that he's tested positive for the virus. Domingo, 79, said on Facebook that announcing his diagnosis was his ""moral duty"" and assured fans that he and his family, all in quarantine, are in ""good health."""
522,T,"But bothers me about isn't that a politician is clueless how vaccines work, but that power corrupts those around him, with somebody willing to say ""probably not"" instead of the right answer ""not"""
523,U,#BREAKING #Vietnam repots the 8th case of #coronavirus infection -
524,F,"To test for the new coronavirus, take a deep breath and hold for more than 10 seconds. If you complete it successfully without coughing, discomfort, stuffiness or tightness it proves there is no fibrosis in the lungs, basically indicating no infection"
525,F,Mumbai police will take strict action to enforce the 21-day lockdown
526,T,"Japan classified the coronavirus a ‘designated infectious disease’, which would allow compulsory hospitalization and the use of public funds for treatment https://t.co/l47fNTuuxG https://t.co/s4nqt75ER5 #ENDEGO"
527,F,"None of the nurses are wearing masks, not even surgical masks"
528,F,Red Cross workers are knocking on doors of people's homes and selling coronavirus home tests
529,F,Emirati singer Ahlam’s Mask Is Crowned With Diamonds
530,U,Shameless': outrage in China over handling of coronavirus outbreak
531,U,"The number of coronavirus cases in California is doubling every three to four days, the state's top health official has said"
532,T,UK to send another civilian aircraft to help Britons leave Wuhan https://t.co/oWJOnUu1Fv
533,F,"After dealing with 134 patients, an Italien doctor couple took off their masks and stared at each other from the bottom of their hearts. Both of them died later"
534,U,"Global markets hit hard as indices catch Wuhan flu; Sensex falls 285 pts ""In a breakthrough, Australia researchers grow coronavirus from cell culture"""
535,U,Wimbledon has the chance to be postponed or canceled entirely as All England Club officials called for an “emergency meeting” to discuss options as sporting events shut down over the coronavirus outbreak
536,T,"@ChieroJoseph @AmericanMohawk According to those numbers, the death rate for the flu is 1%, and for the Coronavirus 5%. Fortunately, we have a vaccine for the flu, but not for the Coronavirus"
537,F,China is seeking court’s approval to kill 20000 people positive with coronavirus
538,T,Texas Roadhouse CEO and founder Kent Taylor will give up his pay for the rest of the year so that the money can go to “front-line workers” amid an industry crunch due to restrictions aimed at slowing the spread of COVID-19
539,F,The Sudanese Minister Did Put A Mask While Meeting The Chinese Ambassador
540,T,China to fast-track biosecurity law in coronavirus aftermath https://t.co/ClQlnNiw9t via @scmpnews
541,U,"Your racist jokes about dying of coronavirus are all so tired. The flu killed 80,000 ppl in the US in 2018 alone, but I guess you’re not worried about that since it’s not racialized as carried by dirty orientals the way coronavirus is"
542,U,"With Worst Economy in Decades, Will Wuhan's Deadly Coronavirus Be the Catalyst for China's Economic Collapse? https://t.co/ChIJ4NSoUk via @gatewaypundit"
543,F,No more spaces are available in hospitals. Please don't atep out of your homes for next 21 days
544,T,CEO of Sanguine Biosciences Brian Neman joins Trace Gallagher to discuss how phlebotomists have stepped in to help with COVID-19 research in select cities
545,F,There a patent for the coronavirus from 2015
546,F,Israel and USA have come up with a vaccine
547,F,Transmission through mosquito bites is possible
548,U,"Investigators looking into the COVID-19 mystery could be one step closer to unmasking ""patient zero."" A seafood merchant in Wuhan, China, is believed to be the first person diagnosed as having the coronavirus who can be linked back to a wet market in China, leaked documents allege"
549,U,"Predicting a three-month surge of coronavirus patients, California Gov. Gavin Newsom is calling for 50,000 more hospital beds"
550,U,People with Type-A blood are more susceptible to COVID-19
551,T,"A New York City principal, 36, remembered as a dedicated educator who gave her all to her students and staff, has died of complications from the coronavirus, according to a report"
552,F,Holding your breath without coughing will tell you if you have COVID-19
553,U,Spain’s health care system has been pushed to the brink in the coronavirus pandemic. One Spanish ICU nurse describes using garbage bags as medical gowns due to a shortage of protective equipment
554,F,Doctored image of Donald Trump shared claiming he asked people to chant Hare Krishna Hare Rama
555,F,Many corpses from South Taiwan were sent to Taichung to burn. Taiwan has serious communuity infection
556,T,CDC: Romaine Lettuce is not safe. America: *stops selling the lettuce and people stop buying it* CDC: Vaccines work
557,U,California officials warn against coronavirus-related hate crimes
558,F,A photo showing coffins and describing them as coffins of people who died because of coronavirus
559,T,Protesters on the Mexican side of a border crossing with Arizona blocked southbound lanes Wednesday demanding the Mexican government require health screening for travelers entering Mexico from the United States to prevent the spread of the coronavirus
560,F,Healthy ministry sent an email about the new coronavirus
561,F,"A WhatsApp chain that claims that during the Alert State, the government will begin to record all calls and track social media publications of citizens"
562,U,"A man coughs on a bus. The whole bus is looking at him. Conductor: Do you have a coronavirus? Man: No, what are you? I have tuberculosis! Conductor: Well, thank God"
563,U,Governors and hospitals are bidding against each other for life-saving supplies as they seek to combat the coronavirus pandemic — and a lack of White House guidelines is making things worse
564,F,The Kennedy Center for the Performing Arts donated $5 million to Democrats after it was allocated $25 million in the COVID-19 stimulus package
565,U,Chinese woman who 'bragged about cheating airport coronavirus screenings' tracked down in France
566,U,Coronavirus sends Asia’s social media censors into overdrive
567,T,McDonald's changes Golden Arches logo amid coronavirus outbreak to demonstrate social distancing
568,F,This is a new hospital in Wuhan
569,F,"A herbal tea can cure symptoms of coronavirus, even if it is a bioterrorism weapon"
570,F,Video shows a WHO official inappropriately touching a female attendee during a briefing session in China about the novel coronavirus outbreak in Wuhan. Same video was also used with another claim that the man is an Australian politician
571,F,"The new Coronavirus may not show sign of infection for many days. How can one know if he/she is infected? By the time they have fever and/or cough and go to the hospital, the lung is usually 50% Fibrosis and it's too late (Fibrosis is not reversible). Taiwan experts provide a simple self-check that we can do every morning. Take a deep breath and hold your breath for more than 10 seconds. If you complete it successfully without coughing, without discomfort, stiffness or tightness, etc., it proves there is no Fibrosis in the lungs, basically indicates no infection. In critical times, please self-check every morning in an environment with clean air"
572,F,Private health insurance for public workers does not cover expenses related to coronavirus
573,U,"NBA Commissioner Adam Silver said Thursday night that the league’s hiatus because of the coronavirus pandemic will likely last at least a month, or roughly what would have been the remainder of an uninterrupted regular season"
574,U,U.S. President Donald Trump cut funding for the Centers for Disease Control and Prevention (CDC)
575,F,emergency committee has decided to meet again tomorrow to decide whether to declare the outbreak as PHEIC for the need for more evidence
576,F,India In Lockdown: Jio Is offering a free recharge of ₹498 during the nationwide lockdown due to Coronavirus. This offer is limited to 31 MARCH only
577,T,Massachusetts officials announced that hundreds of day care sites will open to accommodate those who are forced to work during the coronavirus pandemic
578,U,1 patients were admitted to San Lazaro Hospital and 3 of them are Chinese nationals from Wuhan
579,U,"5 Million People Left Wuhan, China Before Travel Restrictions Imposed https://juliereichwein.info/5-million-people-left-wuhan-china-before-travel-restrictions-imposed/ …Plz support LauraLoomerforCongress who supports border security at https://secure.lauraloomerforcongress.com/jr"
580,T,This is outrageous. We are in the midst of a pandemic and Senate Republicans blocked paid sick leave for those affected by the coronavirus. Congress must take action immediately to help working families
581,F,facial mask is not effective against wuhan virus
582,F,China finds a vaccine for the new coronavirus
583,U,China’s top court says it was a mistake to quell early “rumors” about the Wuhan virus
584,T,"Germany gave medical protection equipment like masks to China, now it’s missing in Germany"
585,T,"China quarantines city of 11,000,000 after coronavirus outbreak (Metro) https://t.co/HKYQQxpvnY"
586,T,Wuhan virus: Hong Kong unions threaten strikes in push for border closure to curb spread
587,F,Spain’s Health Secretary recommends not selling products from China
588,F,A Chinese study is the definitive proof that Chloroquine works
589,F,"George Soros is one of the people responsible for the new coronavirus, born in a laboratory"
590,F,No Video in which a doctor faints whilst operating after being infected with coronavirus
591,T,Death toll from Wuhan coronavirus tops 100 as infection rate accelerates - CNN https://t.co/bv1B96ZAGj https://t.co/AtiM3pI04f
592,U,"Kudlow is correct here. Like SARS and Ebola, coronavirus will be brought under control. However, when socialism rots and destroys the economic engine of an economy it is extremely difficult and painful to get back on the path of growth. #AbLeg #cpcldr https://t.co/R0aEOlhzVk"
593,F,Bananas can help you to prevent a COVID-19 infection
594,U,"supermarkets shown completely empty, as panic ensues over the spread of the deadly"
595,F,Chicken causes coronavirus
596,U,"Heart injury could be a common condition in patients hospitalized with Covid-19, according to a new study that also shows it's linked to a greater risk of death among those patients"
597,F,Hackers are leveraging the fears surrounding Coronavirus in order to carry out cyber attacks on a massive scale
598,F,Is it useful to close borders to stop the outbreak
599,F,Gov. Steve Sisolak's activation of the Guard this week means he's invoking martial law
600,T,".HHAhmedBinSaeed, President of Dubai Civil Aviation Authority thanks #UAE’s health authorities for their 24/7 commitment &amp; agility these past weeks in keeping the country’s travelers, communities and the cities safe during the COVID-19 crisis. … https://t.co/gErFh6EjK6"
601,T,Gen. Mike Hanifan took to social media to dispel a rumor that Gov. Steve Sisolak's activation of the Guard this week means he's invoking martial law
602,F,Photo of Money Wasted by Italians in the Middle of the Corona Pandemic
603,U,"If the China coronavirus doesn’t get you in Malaysia, fake, racist news about it might"
604,F,"France will pay rent, light and gas during quarantine for its citizens"
605,F,A hospital in Murcia in Spain has made a citizen appeal to make surgical masks
606,T,"Vice President Mike Pence said that “the FDA [Food and Drug Administration] is approving off-label use for the hydroxychloroquine right now."""
607,F,Empty supermarket in Madrid after measures announced against coronavirus
608,U,"Diarrhea and other gastrointestinal issues could be the first signs of the novel coronavirus, also known as COVID-19. Yes, at least according to one study published Thursday in The American Journal of Gastroenterology. The study, conducted by Chinese researchers, looked at data from 204 coronavirus patients in China’s Hubei province, the epicenter of the outbreak. Of the 204 patients, 99 of them -- about 48.5 percent -- presented to the hospital with “with one or more digestive symptoms as their chief complaint,” namely diarrhea, vomiting or abdominal pain, per the study"
609,F,The Canadian Department of Health issued an emergency notification reccomending that people keep their throats moist to protect from the novel coronavirus
610,F,Clean your throat with salt water or vinegar to cure coronavirus
611,F,"Bat Infestation Under Tile Roof- Roofing Miami, FL. The corona virus source is found!!! It turns out that many roofs in Hubei China are covered with chrysanthemum bats, a type of bat"
612,U,China Red Cross under fire for poor delivery of coronavirus supplies
613,F,"Iran Bury coronavirus’ Dead In Iraq, Or The Video From The Najaf Cemetery"
614,F,Indian Police personel beaten by a person while enforcing lockdown. Claim made through an image
615,F,"A fake quote of Senator of the Philippines Risa Hontiveros saying that she is “ready to get coughed on,” and that “the police and military are more frightening than dying from the virus,” according to a graphic that circulated on Facebook"
616,F,Claim that an American soldier was intentionally spreading the novel coronavirus in Wuhan during the seventh CISM Military World Games in October 2019 with a video clip of a man purportedly smearing saliva on the handrail on a train
617,F,"Be vegetarian! Do not create viruses like coronavirus, which pose a danger to humanity, by having [meat of] different kinds of animals"
618,U,"The US government is racing to evacuate Americans from Wuhan as China sends reinforcements to the city where the deadly coronavirus outbreak began.@RamyInocencio is covering the virus, which is now spreading faster:"
619,F,"The number of new cases from China's coronavirus epidemic dropped for a third consecutive day, but global concern remains high about its spread"
620,T,2 Fiat Chrysler workers dead after testing positive for the coronavirus
621,F,Drinking water every 15 minutes helps to avoid the contagion of cononavirus
622,F,"CAPITOL HILL: @LindseyGrahamSC says @realDonaldTrump ""probably knows more about medicine and specifically viruses than any of the so-called scientists at the NIH and CDC. If anyone is going to eradicate this plague it'll be the president"
623,F,"Posts shared more than 20,000 times on Facebook feature a photo of a crying child and two others showing a woman and a man in hospital beds, claiming that the boy’s parents are infected with the novel coronavirus"
624,U,"Shut out of WHO, Taiwan faces flight bans, update delays in virus crisis"
625,F,Somebody took patent on coronavirus and vaccine in 2004
626,T,A local official in the Philippines is now facing charges after putting coronavirus curfew violators in a dog cage
627,F,"There comes a point, sometimes, in the cycle of bourgeois media, where the propaganda is simply unsustainable and the gears must shift. However, the damage is already done and the public's anticommunism and sinophobia have already been stoked"
628,U,2. The timing of Netflix’ new documentary series about preventing an outbreak at the same time a pandemic of massive proportions is brewing is seriously no coincidence...like when 2 seemingly competing monster movies come out the same year...it’s part of their marketing plan..
629,F,"Coronavirus in Cecina (city in Tuscany, Italy)"
630,U,Y’all... the Red Cross doesn’t want my blood because I travelled to Honduras and they’re experiencing a malaria epidemic. #yourloss #seeyathisummerhonduras
631,T,"Wang Xinyue, a nurse from Shijiazhuang People's Hospital, went to Jinyintan Hospital in #Wuhan to help fight against the #coronavirus. Her 87-year-old grandma made a video to back her up. https://t.co/UMjpfoLCFn"
632,T,"Luck Reunion may have been canceled but the show will go on. Many of the artists that were scheduled to perform in Luck, Texas will now be performing at a free, live streaming event on March 19"
633,F,The Chinese accept Islam en masse (20 millions)
634,U,"[The medical team collapsed] [Wuhan Medical Care is asking for help! #coronavirus More than 10,000 medical staff at the main hospitals in Wuhan have been overwhelmed in the past few days and have not seen their loved ones, along with a shortage of supplies at the hospital"
635,U,Coronavirus deaths by date. 13th of January: 1 20th of January: 6 27th of January: 106 3rd of February: 425 10th of February: 1016 Today: 1355
636,U,#breaking Coronavirus live updates: China deaths pass 490 as 10 test positive on cruise ship in Japan
637,U,"@Beaking_News If we rely on ‘self-discipline’ this is what happens. First weekend and already nine breaches thanks to the Hong Kong govt who refused to shut borders with China. Now, how many more #coronavirus cases are we expecting since the quarantine order is so ‘stringent’"
638,F,China Did Not Apologize to Muslims In A Song
639,T,"$BYND $DIS $QCOM $XLRN Rant pt1 I've got calls on three and puts on one, but I just had to but out some fact in the midst of this whole 2019-nCOV hysteria. Statistically speaking the 2% mortality rate is quite high, b... https://t.co/9JP5qG2tIb"
640,F,"An image shows the last photo taken of Indonesian doctor, Dr Hadio Ali Khazatsin with his family, before he died from being infected with COVID-19. It shows a medical practitioner standing behind the gate of a home, as two children look on"
641,T,"South Korea adopts 'no-tolerance' coronavirus quarantine policy, violators risk deportation, jail"
642,T,Peeps manufacturer shutting down production amid coronavirus outbreak in US
643,F,IndianArmy has established 1000 bed quarantine facility in Barmer
644,F,The new coronavirus is 400-500 micro and for this reason wide enough to be stopped by masks
645,U,"41 dead, 1287 confirmed cases in China New 1000-bed hospital being built in six days in Wuhan Virus spreads to Europe - 3 cases confirmed in France. Wuhan under lockdown Tourist sites in Beijing shut McDonald’s shut in 5 cities"
646,U,American Airlines pilots sue to halt US-China flights amid coronavirus fears
647,T,@TPE_connect Yet later proved true even though the initial study was flawed. One example: https://t.co/G0RnTkfPBv
648,U,i didnt realize an irl acquaintance is now stuck in Wuhan and the th government kept saying there is nothing to worry about when ppl there are fighting very hard each day trying to fight the mental breakdown and to contact for help to get to their HOME to their FAMILY safely!
649,U,Coronavirus patient gives birth to healthy baby girl as medics pose in hazmat gear
650,U,2020 so far; - “world war 3” - iran plane crash - australian bushfires - volcanic eruptions - earthquake in indonesia - jakarta flood - wuhan coronavirus outbreak
651,T,"Florida's Republican U.S. @SenRickScott warns CDC director to not trust China to be truthful about outbreak of deadly coronavirus, and calls for high alert"
652,U,"@Tavis88 @Paul_Yeoman @TheJimCornette What’s not ok is people being stripped of constitutional rights without due process, but whatever. Govt knows best lol. And wasn’t there a CDC study on gun violence commissioned by the Obama admin in like 2013? IIRC, the results didn’t fit the narrative"
653,F,nCov — no cash on valentines
654,F,India In Lockdown: from tomorrow onwards there are new communication regulations. All calls are recorded. All phone call recordings saved. WhatsApp is monitored. Twitter is monitored. Facebook is monitored..
655,F,Doctor said: coronavirus can be alive in temperature 25-26C. Drinking hot water can help prevent it
656,F,Mongolia donates 30000 sheep to china during the virus epidemic
657,F,Man is spitting on police officer to spread COVID-19 in India
658,F,Study from Queensland Australia says that banana a day prevents COVID19 because of vitB6
659,F,Shoppers in China storm supermarket after cov outbreak
660,F,"The Chinese Government has locked up residents in Wuhan, which is the epicenter of the COVID-19 epidemic; that has now become a ghost city"
661,T,‘Traumatized’ Africans Stranded in China by Coronavirus Plead to be Brought Home https://t.co/MJgKWXgrfo https://t.co/ZVbkCcgaYS
662,T,Via @Reuters about #coronavirus in #Germany https://t.co/Xt5ADpIShk
663,U,"At New York City’s Bellevue Hospital, a makeshift morgue including tents and refrigerated trucks is being set up in preparation for what may be a surge in the need for autopsies"
664,U,"""New coronavirus may be no more dangerous than the flu, despite worldwide alarm: experts"""
665,F,Italians threw away their currency on the streets due to COVID-19 deaths
666,F,"Outbreak of COVID-19 is a worldwide fake, fatality rate too low for an epidemic, WHO admitted causing SARS outbreak in 2003"
667,F,People panicking about a COVID-19 case at the Dakar Airport
668,F,Philippines to distribute $400 to social security members for COVID-19 outbreak
669,F,Governor Newsom Declares California A Coronavirus-Free Zone
670,U,Coronavirus bill provision that GOP critics warn could fuel layoffs likely to remain
671,T,UK FTSE 100 INDEX DOWN 3.2% OVER CORONAVIRUS CONCERNS
672,F,UN is giving humanitarian aid in coronavirus emergency
673,F,This photo shows a Sri Lankan airline pilot who tested positive for the novel coronavirus
674,F,Photographs of Prince Charles with Bollywood singer Kanika Kapoor started doing the rounds with claims that the latter transmitted the virus to the British royal
675,T,WHO underestimates the spread of the Coronavirus https://t.co/t4Bf5Z5Ztq
676,F,"The State of Florida has announced measures that all workplaces with 10 employees or more are to have paid mandatory leave to avoid the spread of the COVID-19 coronavirus starting on March 6, 2020. All schools are to close for 2 weeks also from March 6th. Offices will resume after 2 weeks of the mandatory closure. A list of all schools and businesses in your area are shown on the list"
677,T,It's Valentine's month and we're at the height of a global flu outbreak.
678,F,False Authors of a tabletop exercise in Oct 2019 predicted that Wuhan coronavirus might kill 65 million people
679,U,"I’ve not really had any issues with Trump besides how he handled Iran, but how about we focus on the coronavirus instead of the Democrats? You want to get re-elected? Stop tweeting and go all out on containing and fixing this outbreak https://t.co/HQjxFHkHdU"
680,F,Residential building was set on fire in Wuhan to control spread of coronavirus
681,T,"""The [coronavirus] tests are all perfect. Like the letter was perfect. The transcription was perfect. This was not a perfect as that, but pretty good."" -- is Trump referring to the transcript of his phone call with the Ukrainian president here"
682,T,Jamie Otis took to Instagram to apologize for traveling with her family and putting other people at risk amid the coronavirus outbreak
